iter	RMSE
907	0.3583115923
908	0.3582818903
909	0.358249785
910	0.3582282468
911	0.3582004682
912	0.3581630717
913	0.3581404381
914	0.3581038212
915	0.3580558409
916	0.3580408265
917	0.3580039506
918	0.3579700546
919	0.357942347
920	0.357919461
921	0.3578882539
922	0.3578786018
923	0.3578583018
924	0.35783128
925	0.357819733
926	0.3577717509
927	0.3577620864
928	0.3577348791
929	0.3577033064
930	0.3576664951
931	0.3576244376
932	0.3575867781
933	0.3575463384
934	0.3575001343
935	0.3574741028
936	0.3574636265
937	0.3574378207
938	0.3574117507
939	0.3573806979
940	0.3573399665
941	0.3573072816
942	0.357299671
943	0.3572864829
944	0.3572723343
945	0.3572435889
946	0.3572080283
947	0.357190125
948	0.3571771589
949	0.3571588302
950	0.3571374309
951	0.3571200292
952	0.3570867149
953	0.3570574493
954	0.3570321373
955	0.3570006596
956	0.3569811386
957	0.3569609099
958	0.3569387002
959	0.3569189248
960	0.3569042184
961	0.3568695422
962	0.3568277731
963	0.3568103856
964	0.3567712864
965	0.3567476615
966	0.3567193754
967	0.356694474
968	0.3566611478
969	0.3566409756
970	0.3566243255
971	0.3565990508
972	0.3565668332
973	0.3565359831
974	0.356511174
975	0.3564821536
976	0.3564551122
977	0.3564411705
978	0.3564041435
979	0.3563910255
980	0.3563688354
981	0.3563319534
982	0.3563066613
983	0.3562840875
984	0.3562563806
985	0.3562243232
986	0.3561944087
987	0.3561527702
988	0.3561404566
989	0.3561307972
990	0.3561261908
991	0.3560843424
992	0.3560649837
993	0.3560418824
994	0.3560177992
995	0.3559823711
996	0.355949989
997	0.3559317999
998	0.3559133712
999	0.3558711053
